tweet_id,date,month,day_of_week,hour,text,text_clean,hashtags,word_count,char_count,country,country_code,latitude,longitude,has_geo,is_mock,theme
mock_12,NA,NA,NA,NA,Really impressed with how many European cafes are switching to #fairtrade coffee,Really impressed with how many European cafes are switching to #fairtrade coffee,#fairtrade,12,80,Sweden,SE,58.969644117658326,19.914052949864512,TRUE,TRUE,certification | corporate
mock_13,NA,NA,NA,NA,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,#sustainable,13,114,Poland,PL,51.29681808159454,21.66652558698081,TRUE,TRUE,packaging | corporate
mock_14,NA,NA,NA,NA,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,#sustainable,13,114,Germany,DE,52.42965493457836,14.497854561499247,TRUE,TRUE,packaging | corporate
mock_15,NA,NA,NA,NA,The CO2 footprint of my morning espresso is something I try not to think about too much,The CO2 footprint of my morning espresso is something I try not to think about too much,NA,17,87,Italy,IT,43.6935229546501,11.83592405086458,TRUE,TRUE,carbon
mock_16,NA,NA,NA,NA,My local roaster sources direct-trade beans from Ethiopia. Great taste AND ethics <f0><9f><91><8c>,My local roaster sources direct-trade beans from Ethiopia. Great taste AND ethics <f0><9f><91><8c>,NA,13,98,Poland,PL,53.8330505366004,21.35805130741202,TRUE,TRUE,supply_chain | corporate
mock_17,NA,NA,NA,NA,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,#sustainable,13,114,Finland,FI,58.82415973062284,26.32765544758257,TRUE,TRUE,packaging | corporate
mock_18,NA,NA,NA,NA,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,#sustainable,13,114,United Kingdom,GB,51.21447467510209,-1.6949795017989011,TRUE,TRUE,packaging | corporate
mock_19,NA,NA,NA,NA,Carbon neutral coffee <e2><80><94> is this actually achievable? Interesting article on supply chains,Carbon neutral coffee <e2><80><94> is this actually achievable? Interesting article on supply chains,NA,13,100,Italy,IT,43.126624393729834,13.702032954663224,TRUE,TRUE,supply_chain | carbon | corporate
mock_20,NA,NA,NA,NA,Does your office serve fair trade coffee? Mine doesn't and it bothers me every morning,Does your office serve fair trade coffee? Mine doesn't and it bothers me every morning,NA,15,86,Spain,ES,40.369404722711806,-5.391164648508892,TRUE,TRUE,certification
mock_21,NA,NA,NA,NA,European coffee consumption is booming but sustainability in the supply chain needs work,European coffee consumption is booming but sustainability in the supply chain needs work,NA,13,88,Portugal,PT,39.977930593861146,-9.69853722961752,TRUE,TRUE,supply_chain | corporate
mock_22,NA,NA,NA,NA,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,#sustainable,13,114,United Kingdom,GB,51.23313168535209,3.0473082229861426,TRUE,TRUE,packaging | corporate
mock_23,NA,NA,NA,NA,Really impressed with how many European cafes are switching to #fairtrade coffee,Really impressed with how many European cafes are switching to #fairtrade coffee,#fairtrade,12,80,Austria,AT,48.6839887391323,17.012798679234233,TRUE,TRUE,certification | corporate
mock_24,NA,NA,NA,NA,New study: consumers in Germany most likely to pay premium for certified #sustainablecoffee,New study: consumers in Germany most likely to pay premium for certified #sustainablecoffee,#sustainablecoffee,13,91,Poland,PL,52.3793929914002,20.89098816693696,TRUE,TRUE,certification | consumer
mock_25,NA,NA,NA,NA,Swedish coffee culture + sustainability = a natural fit <f0><9f><87><b8><f0><9f><87><aa> #fika #sustainablecoffee,Swedish coffee culture + sustainability = a natural fit <f0><9f><87><b8><f0><9f><87><aa> #fika #sustainablecoffee,#fika | #sustainablecoffee,12,113,United Kingdom,GB,54.08325559638405,1.0745188150530545,TRUE,TRUE,general
mock_26,NA,NA,NA,NA,Not sure if 'eco coffee' labels actually mean anything anymore... #greenwashing?,Not sure if 'eco coffee' labels actually mean anything anymore... #greenwashing?,#greenwashing,11,80,Italy,IT,42.63636205341801,12.207429611734025,TRUE,TRUE,greenwashing
mock_27,NA,NA,NA,NA,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,#sustainable,13,114,France,FR,47.93476874462726,3.0461707510563594,TRUE,TRUE,packaging | corporate
mock_28,NA,NA,NA,NA,Carbon neutral coffee <e2><80><94> is this actually achievable? Interesting article on supply chains,Carbon neutral coffee <e2><80><94> is this actually achievable? Interesting article on supply chains,NA,13,100,Portugal,PT,38.21689506466939,-9.513514263815589,TRUE,TRUE,supply_chain | carbon | corporate
mock_29,NA,NA,NA,NA,My local roaster sources direct-trade beans from Ethiopia. Great taste AND ethics <f0><9f><91><8c>,My local roaster sources direct-trade beans from Ethiopia. Great taste AND ethics <f0><9f><91><8c>,NA,13,98,Italy,IT,42.19618822769765,9.673730544990212,TRUE,TRUE,supply_chain | corporate
mock_30,NA,NA,NA,NA,Does your office serve fair trade coffee? Mine doesn't and it bothers me every morning,Does your office serve fair trade coffee? Mine doesn't and it bothers me every morning,NA,15,86,Ireland,IE,51.77919948265631,-5.633134839975629,TRUE,TRUE,certification
mock_31,NA,NA,NA,NA,My local roaster sources direct-trade beans from Ethiopia. Great taste AND ethics <f0><9f><91><8c>,My local roaster sources direct-trade beans from Ethiopia. Great taste AND ethics <f0><9f><91><8c>,NA,13,98,Sweden,SE,57.8564720440294,17.486223766255705,TRUE,TRUE,supply_chain | corporate
mock_32,NA,NA,NA,NA,Carbon neutral coffee <e2><80><94> is this actually achievable? Interesting article on supply chains,Carbon neutral coffee <e2><80><94> is this actually achievable? Interesting article on supply chains,NA,13,100,Denmark,DK,54.80254191491583,11.91167736029266,TRUE,TRUE,supply_chain | carbon | corporate
mock_33,NA,NA,NA,NA,Does your office serve fair trade coffee? Mine doesn't and it bothers me every morning,Does your office serve fair trade coffee? Mine doesn't and it bothers me every morning,NA,15,86,France,FR,48.62165631475269,2.3045566444743235,TRUE,TRUE,certification
mock_34,NA,NA,NA,NA,Rainforest Alliance vs Fair Trade <e2><80><94> which certification do you trust more? #coffee,Rainforest Alliance vs Fair Trade <e2><80><94> which certification do you trust more? #coffee,#coffee,13,93,Netherlands,NL,53.39112171890558,6.511061115433376,TRUE,TRUE,certification | greenwashing
mock_35,NA,NA,NA,NA,Swedish coffee culture + sustainability = a natural fit <f0><9f><87><b8><f0><9f><87><aa> #fika #sustainablecoffee,Swedish coffee culture + sustainability = a natural fit <f0><9f><87><b8><f0><9f><87><aa> #fika #sustainablecoffee,#fika | #sustainablecoffee,12,113,United Kingdom,GB,51.28064194811817,0.2545538138712953,TRUE,TRUE,general
mock_36,NA,NA,NA,NA,Love that @coffeeshop switched to biodegradable cups! Small steps matter <e2><99><bb><ef><b8><8f><e2><98><95>,Love that switched to biodegradable cups! Small steps matter <e2><99><bb><ef><b8><8f><e2><98><95>,NA,10,97,Ireland,IE,53.42990457244655,-5.189855667673478,TRUE,TRUE,packaging
mock_37,NA,NA,NA,NA,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,#sustainable,13,114,United Kingdom,GB,51.44831447219755,0.6548771578645644,TRUE,TRUE,packaging | corporate
mock_38,NA,NA,NA,NA,The CO2 footprint of my morning espresso is something I try not to think about too much,The CO2 footprint of my morning espresso is something I try not to think about too much,NA,17,87,Germany,DE,51.935810322379886,13.52191807935568,TRUE,TRUE,carbon
mock_39,NA,NA,NA,NA,Sustainable coffee is trendy but is it actually accessible for everyone? Prices are high,Sustainable coffee is trendy but is it actually accessible for everyone? Prices are high,NA,14,88,Portugal,PT,39.7897578150008,-8.294654950406784,TRUE,TRUE,consumer
mock_40,NA,NA,NA,NA,Bought a kilo of sustainably sourced Ethiopian blend. Tastes amazing AND guilt-free!,Bought a kilo of sustainably sourced Ethiopian blend. Tastes amazing AND guilt-free!,NA,12,84,Spain,ES,39.52278944953335,-3.8659796494740633,TRUE,TRUE,supply_chain
mock_41,NA,NA,NA,NA,My local roaster sources direct-trade beans from Ethiopia. Great taste AND ethics <f0><9f><91><8c>,My local roaster sources direct-trade beans from Ethiopia. Great taste AND ethics <f0><9f><91><8c>,NA,13,98,France,FR,48.71725318516248,0.8008252962171116,TRUE,TRUE,supply_chain | corporate
mock_42,NA,NA,NA,NA,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,#sustainable,13,114,France,FR,48.621737535511784,2.7171622930584283,TRUE,TRUE,packaging | corporate
mock_43,NA,NA,NA,NA,European coffee consumption is booming but sustainability in the supply chain needs work,European coffee consumption is booming but sustainability in the supply chain needs work,NA,13,88,United Kingdom,GB,51.92570289560538,-2.8333763910059284,TRUE,TRUE,supply_chain | corporate
mock_44,NA,NA,NA,NA,The CO2 footprint of my morning espresso is something I try not to think about too much,The CO2 footprint of my morning espresso is something I try not to think about too much,NA,17,87,Finland,FI,61.485787649808955,23.81654898256764,TRUE,TRUE,carbon
mock_45,NA,NA,NA,NA,Sustainable coffee is trendy but is it actually accessible for everyone? Prices are high,Sustainable coffee is trendy but is it actually accessible for everyone? Prices are high,NA,14,88,France,FR,49.311051620893274,2.2285503877373514,TRUE,TRUE,consumer
mock_46,NA,NA,NA,NA,Does your office serve fair trade coffee? Mine doesn't and it bothers me every morning,Does your office serve fair trade coffee? Mine doesn't and it bothers me every morning,NA,15,86,Finland,FI,61.30589852845843,24.807088611431052,TRUE,TRUE,certification
mock_47,NA,NA,NA,NA,New study: consumers in Germany most likely to pay premium for certified #sustainablecoffee,New study: consumers in Germany most likely to pay premium for certified #sustainablecoffee,#sustainablecoffee,13,91,Belgium,BE,51.41047763883992,3.8955661755916497,TRUE,TRUE,certification | consumer
mock_48,NA,NA,NA,NA,Really impressed with how many European cafes are switching to #fairtrade coffee,Really impressed with how many European cafes are switching to #fairtrade coffee,#fairtrade,12,80,Netherlands,NL,51.90033236429271,6.086309219594338,TRUE,TRUE,certification | corporate
mock_49,NA,NA,NA,NA,Sustainable coffee is trendy but is it actually accessible for everyone? Prices are high,Sustainable coffee is trendy but is it actually accessible for everyone? Prices are high,NA,14,88,Finland,FI,60.26523504034319,23.716463450669647,TRUE,TRUE,consumer
mock_50,NA,NA,NA,NA,My local roaster sources direct-trade beans from Ethiopia. Great taste AND ethics <f0><9f><91><8c>,My local roaster sources direct-trade beans from Ethiopia. Great taste AND ethics <f0><9f><91><8c>,NA,13,98,Spain,ES,41.50086328909181,-6.836372160418132,TRUE,TRUE,supply_chain | corporate
mock_51,NA,NA,NA,NA,The CO2 footprint of my morning espresso is something I try not to think about too much,The CO2 footprint of my morning espresso is something I try not to think about too much,NA,17,87,France,FR,47.650987371074365,3.236542277194583,TRUE,TRUE,carbon
mock_52,NA,NA,NA,NA,Love that @coffeeshop switched to biodegradable cups! Small steps matter <e2><99><bb><ef><b8><8f><e2><98><95>,Love that switched to biodegradable cups! Small steps matter <e2><99><bb><ef><b8><8f><e2><98><95>,NA,10,97,France,FR,49.15981652847576,2.354126088264884,TRUE,TRUE,packaging
mock_53,NA,NA,NA,NA,"Organic, fair trade, shade-grown <e2><80><94> how many certifications does one cup need? <f0><9f><98><82>","Organic, fair trade, shade-grown <e2><80><94> how many certifications does one cup need? <f0><9f><98><82>",NA,13,105,France,FR,48.77456774643821,2.16981300932292,TRUE,TRUE,certification | packaging
mock_54,NA,NA,NA,NA,Does your office serve fair trade coffee? Mine doesn't and it bothers me every morning,Does your office serve fair trade coffee? Mine doesn't and it bothers me every morning,NA,15,86,Norway,NO,60.60222708858748,10.330530827914842,TRUE,TRUE,certification
mock_55,NA,NA,NA,NA,Bought a kilo of sustainably sourced Ethiopian blend. Tastes amazing AND guilt-free!,Bought a kilo of sustainably sourced Ethiopian blend. Tastes amazing AND guilt-free!,NA,12,84,United Kingdom,GB,52.10013326014451,-2.1243994051943145,TRUE,TRUE,supply_chain
mock_56,NA,NA,NA,NA,New study: consumers in Germany most likely to pay premium for certified #sustainablecoffee,New study: consumers in Germany most likely to pay premium for certified #sustainablecoffee,#sustainablecoffee,13,91,Sweden,SE,59.54084272307426,16.956754653817985,TRUE,TRUE,certification | consumer
mock_57,NA,NA,NA,NA,My local roaster sources direct-trade beans from Ethiopia. Great taste AND ethics <f0><9f><91><8c>,My local roaster sources direct-trade beans from Ethiopia. Great taste AND ethics <f0><9f><91><8c>,NA,13,98,Netherlands,NL,53.59424889378344,5.508896934524075,TRUE,TRUE,supply_chain | corporate
mock_58,NA,NA,NA,NA,Carbon neutral coffee <e2><80><94> is this actually achievable? Interesting article on supply chains,Carbon neutral coffee <e2><80><94> is this actually achievable? Interesting article on supply chains,NA,13,100,United Kingdom,GB,50.27960495986424,-0.07742068119193321,TRUE,TRUE,supply_chain | carbon | corporate
mock_59,NA,NA,NA,NA,Sustainable coffee is trendy but is it actually accessible for everyone? Prices are high,Sustainable coffee is trendy but is it actually accessible for everyone? Prices are high,NA,14,88,Germany,DE,53.228574046788815,11.697307551697252,TRUE,TRUE,consumer
mock_60,NA,NA,NA,NA,Bought a kilo of sustainably sourced Ethiopian blend. Tastes amazing AND guilt-free!,Bought a kilo of sustainably sourced Ethiopian blend. Tastes amazing AND guilt-free!,NA,12,84,Italy,IT,40.63637437771397,13.217806317622683,TRUE,TRUE,supply_chain
mock_61,NA,NA,NA,NA,Swedish coffee culture + sustainability = a natural fit <f0><9f><87><b8><f0><9f><87><aa> #fika #sustainablecoffee,Swedish coffee culture + sustainability = a natural fit <f0><9f><87><b8><f0><9f><87><aa> #fika #sustainablecoffee,#fika | #sustainablecoffee,12,113,Netherlands,NL,52.870173005694866,5.843655546091874,TRUE,TRUE,general
mock_62,NA,NA,NA,NA,"Organic, fair trade, shade-grown <e2><80><94> how many certifications does one cup need? <f0><9f><98><82>","Organic, fair trade, shade-grown <e2><80><94> how many certifications does one cup need? <f0><9f><98><82>",NA,13,105,Austria,AT,48.27171383680058,16.238440344917315,TRUE,TRUE,certification | packaging
mock_63,NA,NA,NA,NA,Not sure if 'eco coffee' labels actually mean anything anymore... #greenwashing?,Not sure if 'eco coffee' labels actually mean anything anymore... #greenwashing?,#greenwashing,11,80,Norway,NO,60.67380932555987,10.780336178861614,TRUE,TRUE,greenwashing
mock_64,NA,NA,NA,NA,Rainforest Alliance vs Fair Trade <e2><80><94> which certification do you trust more? #coffee,Rainforest Alliance vs Fair Trade <e2><80><94> which certification do you trust more? #coffee,#coffee,13,93,Spain,ES,40.46304988233186,-2.0090315101178913,TRUE,TRUE,certification | greenwashing
mock_65,NA,NA,NA,NA,The CO2 footprint of my morning espresso is something I try not to think about too much,The CO2 footprint of my morning espresso is something I try not to think about too much,NA,17,87,Ireland,IE,52.04504013081112,-5.726193561437281,TRUE,TRUE,carbon
mock_66,NA,NA,NA,NA,Love that @coffeeshop switched to biodegradable cups! Small steps matter <e2><99><bb><ef><b8><8f><e2><98><95>,Love that switched to biodegradable cups! Small steps matter <e2><99><bb><ef><b8><8f><e2><98><95>,NA,10,97,Germany,DE,50.893741452787125,14.86385015368696,TRUE,TRUE,packaging
mock_67,NA,NA,NA,NA,"Organic, fair trade, shade-grown <e2><80><94> how many certifications does one cup need? <f0><9f><98><82>","Organic, fair trade, shade-grown <e2><80><94> how many certifications does one cup need? <f0><9f><98><82>",NA,13,105,Germany,DE,52.93277881939101,13.34590734455243,TRUE,TRUE,certification | packaging
mock_68,NA,NA,NA,NA,Swedish coffee culture + sustainability = a natural fit <f0><9f><87><b8><f0><9f><87><aa> #fika #sustainablecoffee,Swedish coffee culture + sustainability = a natural fit <f0><9f><87><b8><f0><9f><87><aa> #fika #sustainablecoffee,#fika | #sustainablecoffee,12,113,Denmark,DK,55.641298721513266,14.37538541380654,TRUE,TRUE,general
mock_69,NA,NA,NA,NA,Not sure if 'eco coffee' labels actually mean anything anymore... #greenwashing?,Not sure if 'eco coffee' labels actually mean anything anymore... #greenwashing?,#greenwashing,11,80,Netherlands,NL,51.94318528515353,4.809179455969129,TRUE,TRUE,greenwashing
mock_70,NA,NA,NA,NA,My local roaster sources direct-trade beans from Ethiopia. Great taste AND ethics <f0><9f><91><8c>,My local roaster sources direct-trade beans from Ethiopia. Great taste AND ethics <f0><9f><91><8c>,NA,13,98,Germany,DE,52.25114523211709,14.501298148639467,TRUE,TRUE,supply_chain | corporate
mock_71,NA,NA,NA,NA,Really impressed with how many European cafes are switching to #fairtrade coffee,Really impressed with how many European cafes are switching to #fairtrade coffee,#fairtrade,12,80,United Kingdom,GB,50.96286794631891,-0.5137344564908954,TRUE,TRUE,certification | corporate
mock_72,NA,NA,NA,NA,Not sure if 'eco coffee' labels actually mean anything anymore... #greenwashing?,Not sure if 'eco coffee' labels actually mean anything anymore... #greenwashing?,#greenwashing,11,80,United Kingdom,GB,51.37412763833522,-1.3924031872647038,TRUE,TRUE,greenwashing
mock_73,NA,NA,NA,NA,Really impressed with how many European cafes are switching to #fairtrade coffee,Really impressed with how many European cafes are switching to #fairtrade coffee,#fairtrade,12,80,Germany,DE,51.7549559432001,14.601925672829944,TRUE,TRUE,certification | corporate
mock_74,NA,NA,NA,NA,Bought a kilo of sustainably sourced Ethiopian blend. Tastes amazing AND guilt-free!,Bought a kilo of sustainably sourced Ethiopian blend. Tastes amazing AND guilt-free!,NA,12,84,Italy,IT,40.313592416423894,15.255204848925606,TRUE,TRUE,supply_chain
mock_75,NA,NA,NA,NA,Really impressed with how many European cafes are switching to #fairtrade coffee,Really impressed with how many European cafes are switching to #fairtrade coffee,#fairtrade,12,80,Germany,DE,52.3243201566005,13.008946261459982,TRUE,TRUE,certification | corporate
mock_76,NA,NA,NA,NA,Not sure if 'eco coffee' labels actually mean anything anymore... #greenwashing?,Not sure if 'eco coffee' labels actually mean anything anymore... #greenwashing?,#greenwashing,11,80,Sweden,SE,60.13622069556991,19.862627354235183,TRUE,TRUE,greenwashing
mock_77,NA,NA,NA,NA,Does your office serve fair trade coffee? Mine doesn't and it bothers me every morning,Does your office serve fair trade coffee? Mine doesn't and it bothers me every morning,NA,15,86,United Kingdom,GB,53.001863653039734,-0.3842907198086308,TRUE,TRUE,certification
mock_78,NA,NA,NA,NA,Rainforest Alliance vs Fair Trade <e2><80><94> which certification do you trust more? #coffee,Rainforest Alliance vs Fair Trade <e2><80><94> which certification do you trust more? #coffee,#coffee,13,93,France,FR,48.902084956765734,3.4081917414685137,TRUE,TRUE,certification | greenwashing
mock_79,NA,NA,NA,NA,The CO2 footprint of my morning espresso is something I try not to think about too much,The CO2 footprint of my morning espresso is something I try not to think about too much,NA,17,87,Italy,IT,41.835464052232666,11.31296983195831,TRUE,TRUE,carbon
mock_80,NA,NA,NA,NA,"Organic, fair trade, shade-grown <e2><80><94> how many certifications does one cup need? <f0><9f><98><82>","Organic, fair trade, shade-grown <e2><80><94> how many certifications does one cup need? <f0><9f><98><82>",NA,13,105,United Kingdom,GB,52.2703858249919,0.23077553394405104,TRUE,TRUE,certification | packaging
mock_81,NA,NA,NA,NA,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,#sustainable,13,114,Spain,ES,40.44285681323721,-4.616393312273244,TRUE,TRUE,packaging | corporate
mock_82,NA,NA,NA,NA,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,#sustainable,13,114,United Kingdom,GB,51.15208127287197,-1.7225343810399654,TRUE,TRUE,packaging | corporate
mock_83,NA,NA,NA,NA,Love that @coffeeshop switched to biodegradable cups! Small steps matter <e2><99><bb><ef><b8><8f><e2><98><95>,Love that switched to biodegradable cups! Small steps matter <e2><99><bb><ef><b8><8f><e2><98><95>,NA,10,97,France,FR,47.51016219572615,3.0860292922736043,TRUE,TRUE,packaging
mock_84,NA,NA,NA,NA,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,#sustainable,13,114,Netherlands,NL,51.38904352017405,6.8315761124259495,TRUE,TRUE,packaging | corporate
mock_85,NA,NA,NA,NA,Swedish coffee culture + sustainability = a natural fit <f0><9f><87><b8><f0><9f><87><aa> #fika #sustainablecoffee,Swedish coffee culture + sustainability = a natural fit <f0><9f><87><b8><f0><9f><87><aa> #fika #sustainablecoffee,#fika | #sustainablecoffee,12,113,Norway,NO,60.22504680965542,9.853791640946508,TRUE,TRUE,general
mock_86,NA,NA,NA,NA,Sustainable coffee is trendy but is it actually accessible for everyone? Prices are high,Sustainable coffee is trendy but is it actually accessible for everyone? Prices are high,NA,14,88,Spain,ES,39.23227682577619,-4.760651335031195,TRUE,TRUE,consumer
mock_87,NA,NA,NA,NA,"Organic, fair trade, shade-grown <e2><80><94> how many certifications does one cup need? <f0><9f><98><82>","Organic, fair trade, shade-grown <e2><80><94> how many certifications does one cup need? <f0><9f><98><82>",NA,13,105,Germany,DE,53.33876589612376,12.112982465847702,TRUE,TRUE,certification | packaging
mock_88,NA,NA,NA,NA,Does your office serve fair trade coffee? Mine doesn't and it bothers me every morning,Does your office serve fair trade coffee? Mine doesn't and it bothers me every morning,NA,15,86,United Kingdom,GB,50.42285556843984,-0.6497691777374087,TRUE,TRUE,certification
mock_89,NA,NA,NA,NA,Bought a kilo of sustainably sourced Ethiopian blend. Tastes amazing AND guilt-free!,Bought a kilo of sustainably sourced Ethiopian blend. Tastes amazing AND guilt-free!,NA,12,84,United Kingdom,GB,51.3451435535092,0.6987764186938725,TRUE,TRUE,supply_chain
mock_90,NA,NA,NA,NA,Carbon neutral coffee <e2><80><94> is this actually achievable? Interesting article on supply chains,Carbon neutral coffee <e2><80><94> is this actually achievable? Interesting article on supply chains,NA,13,100,Germany,DE,52.49813123430906,14.254673854902473,TRUE,TRUE,supply_chain | carbon | corporate
mock_91,NA,NA,NA,NA,Does your office serve fair trade coffee? Mine doesn't and it bothers me every morning,Does your office serve fair trade coffee? Mine doesn't and it bothers me every morning,NA,15,86,Netherlands,NL,52.38973621290625,5.431545072998994,TRUE,TRUE,certification
mock_92,NA,NA,NA,NA,Carbon neutral coffee <e2><80><94> is this actually achievable? Interesting article on supply chains,Carbon neutral coffee <e2><80><94> is this actually achievable? Interesting article on supply chains,NA,13,100,United Kingdom,GB,51.62155785758752,0.8115047744710148,TRUE,TRUE,supply_chain | carbon | corporate
mock_93,NA,NA,NA,NA,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,Just tried a new #sustainable coffee brand <e2><80><94> the packaging is compostable! <e2><98><95><f0><9f><8c><bf>,#sustainable,13,114,Germany,DE,52.978808905120864,12.837346800777052,TRUE,TRUE,packaging | corporate
mock_94,NA,NA,NA,NA,Carbon neutral coffee <e2><80><94> is this actually achievable? Interesting article on supply chains,Carbon neutral coffee <e2><80><94> is this actually achievable? Interesting article on supply chains,NA,13,100,Poland,PL,52.09903005016138,20.792748026539396,TRUE,TRUE,supply_chain | carbon | corporate
mock_95,NA,NA,NA,NA,Love that @coffeeshop switched to biodegradable cups! Small steps matter <e2><99><bb><ef><b8><8f><e2><98><95>,Love that switched to biodegradable cups! Small steps matter <e2><99><bb><ef><b8><8f><e2><98><95>,NA,10,97,Poland,PL,52.001171547322585,21.818459879262967,TRUE,TRUE,packaging
